iter	Logloss
728	0.1285419142
729	0.128473331
730	0.1284214613
731	0.1283917236
732	0.1283584934
733	0.1283190002
734	0.1282787543
735	0.1282314792
736	0.1282041592
737	0.128166687
738	0.1281169569
739	0.1280537313
740	0.1280027364
741	0.1279722697
742	0.1279223395
743	0.1278771769
744	0.1278296407
745	0.1278009745
746	0.1277686293
747	0.1277300008
748	0.127672031
749	0.1276270989
750	0.1275869446
751	0.1275565932
752	0.1275294257
753	0.1274827237
754	0.1274186673
755	0.1273696798
756	0.1273440009
757	0.1272915276
758	0.1272574666
759	0.127191413
760	0.1271515232
761	0.1271097616
762	0.1270680135
763	0.1270038723
764	0.1269749247
765	0.1269307387
766	0.1269051446
767	0.12686537
768	0.1268109266
769	0.1267618679
770	0.1267289666
771	0.1266929559
772	0.1266525302
773	0.1265952454
774	0.1265147603
775	0.1264678921
776	0.1264332411
777	0.126384179
778	0.1263424377
779	0.1262871908
780	0.126221639
781	0.1261890021
782	0.1261193848
783	0.1260776638
784	0.1260284017
785	0.1259917365
786	0.1259455804
787	0.125882704
788	0.1258481615
789	0.12581152
790	0.1257798225
791	0.125741428
792	0.1256864827
793	0.1256636793
794	0.1256037157
795	0.1255660061
796	0.1255300971
797	0.1254942661
798	0.125401652
799	0.1253848436
800	0.1253382738
801	0.1253055454
802	0.1252519497
803	0.1252243313
804	0.1251888665
805	0.1251717767
806	0.1251302151
807	0.1251047736
808	0.125045929
809	0.1250119629
810	0.1249555562
811	0.1249048191
812	0.1248816596
813	0.12484277
814	0.1248005405
815	0.1247671882
816	0.1247158067
817	0.1246956685
818	0.1246676771
819	0.1246369968
820	0.124599094
821	0.1245511576
822	0.1245243225
823	0.1244735989
824	0.1244161479
825	0.1243913778
826	0.1243510505
827	0.1243194309
828	0.1242884182
829	0.1242139079
830	0.1241516791
831	0.1241116672
832	0.1240678779
833	0.1240268487
834	0.1239819912
835	0.123916487
836	0.1238877835
837	0.1238473985
838	0.1237947422
839	0.1237836032
840	0.1237433133
841	0.1237134332
842	0.1236848212
843	0.1236293877
844	0.123590332
845	0.1235451796
846	0.1235095791
847	0.1234750027
848	0.1234384155
849	0.1233902045
850	0.1233322483
851	0.1233058539
852	0.1232549235
853	0.1232236023
854	0.1231890801
855	0.1231533644
856	0.1231225993
857	0.1230838725
858	0.1230596686
859	0.1230331048
860	0.1230021328
861	0.1229697808
862	0.1229419929
863	0.1228819919
864	0.1228510776
865	0.1228273858
866	0.1227772692
867	0.1227479994
868	0.122677887
869	0.1226283705
870	0.1226007623
871	0.1225389404
872	0.1225145331
873	0.1224443631
874	0.1224090169
875	0.12236478
876	0.1223469713
877	0.1222715386
878	0.1222323812
879	0.1222017653
880	0.1221816135
881	0.1221387024
882	0.1221069336
883	0.1220764533
884	0.1220461392
885	0.1220004544
886	0.1219494765
887	0.1219152391
888	0.121887736
889	0.1218540039
890	0.1218260939
891	0.1217951558
892	0.1217558085
893	0.1217204793
894	0.1216858927
895	0.1216338976
896	0.1215937297
897	0.1215499335
898	0.1215084703
899	0.1214785461
900	0.1214305454
901	0.1213766988
902	0.1213495212
903	0.1213212857
904	0.1212860955
905	0.1212397088
906	0.1211972182
907	0.1211650018
908	0.1211296929
909	0.1210942925
910	0.1210603604
911	0.1210272013
912	0.1209818454
913	0.1209467299
914	0.1209019267
915	0.1208430515
916	0.1207950202
917	0.120774943
918	0.120740153
919	0.1207008667
920	0.1206588915
921	0.1205978088
922	0.1205684102
923	0.1205005256
924	0.1204603068
925	0.1204235704
926	0.1203784112
927	0.1203394267
928	0.1202842577
929	0.120241923
930	0.1201788161
931	0.120147522
932	0.1200824076
933	0.120057234
934	0.1199956529
935	0.1199538879
936	0.1199106581
937	0.1198772176
938	0.1198296543
939	0.1197955492
940	0.1197680901
941	0.1197095133
942	0.1196628961
943	0.1196151767
944	0.1195833299
945	0.1195301412
946	0.1194512872
947	0.1194135301
948	0.1193744812
949	0.1193415561
950	0.1193129578
951	0.1192758789
952	0.1192246026
953	0.1191945597
954	0.1191545987
955	0.1191128235
956	0.1190939907
957	0.1190580139
958	0.1190182631
959	0.1189810961
960	0.1189210612
961	0.1188932631
962	0.1188702867
963	0.1188521457
964	0.1188155484
965	0.1187575277
966	0.1187242398
967	0.1186829698
968	0.1186209852
969	0.1185878092
970	0.1185517883
971	0.1185104201
972	0.1184675259
973	0.1184180467
974	0.1183832804
975	0.1183158976
976	0.1182846781
977	0.1182236803
978	0.1181852112
979	0.118154012
980	0.1181197035
981	0.1180796577
982	0.1180329556
983	0.1179946866
984	0.1179684686
985	0.1179470418
986	0.117921563
987	0.1178925578
988	0.1178642849
989	0.1178270467
990	0.1177848341
991	0.1177532281
992	0.1177216119
993	0.1176956482
994	0.1176522149
995	0.1176258918
996	0.117570872
997	0.117521047
998	0.1175007324
999	0.117424113
